flag,code,category,description_da,description_en,detail
F10_diverge_official,HEA_speciale_265001,HEA_speciale,"Børnepsykiatri, Hon beh.mø i b.psy","Child and Adolescent Psychiatry, Mental health assessment in child psychiatry",official='Child psychiatry'  r=0.35
F10_diverge_official,HEA_speciale_804151,HEA_speciale,"Almen lægehjælp 80, IT-tlf.konsul. A80","General Medical Help 80, Telephone consultation IT A80",official='General practitioner'  r=0.36
F10_diverge_official,HEA_speciale_514550,HEA_speciale,"Fysioterapi 51, Udvidet rygus. amt60","Physical Therapy 51, Extended Spinal Therapy Center 60",official='Physiotherapy'  r=0.36
F10_diverge_official,HEA_speciale_837102,HEA_speciale,"Vagtlægehjælp 83, I. Urin (mikros.)  3","Ward Medical Help 83, Initial Urine (microscopy) 3",official='On-call GP service 83'  r=0.23
F10_diverge_official,HEA_speciale_804418,HEA_speciale,"Almen lægehjælp 80, Terminalpleje amt35","General Medical Help 80, Hospice Care Amenity 35",official='General practitioner'  r=0.33
F10_diverge_official,HEA_speciale_255015,HEA_speciale,"Pædiatri, provokationsfors.a35","Pediatrics, Provocation Test For Asthma",official='Paediatrics'  r=0.41
F10_diverge_official,HEA_speciale_215107,HEA_speciale,"Ørelægehjælp, ¯reprop tilp.a50","Ear Nose Throat Clinic, Ear Prop Tympanostomy A50",official='ENT service'  r=0.27
F10_diverge_official,HEA_speciale_074208,HEA_speciale,"Gynækologi/obstetrik, Int. Fjer. Sp. Fg.An","Obstetrics And Gynecology, Internal Fine Suction Aspiration",official='Gynaecology/obstetrics'  r=0.25
F10_diverge_official,HEA_speciale_093241,HEA_speciale,"Kirurgi, aspirationscytologi","Surgery, aspiration cytology",official='Surgery'  r=0.41
F10_diverge_official,HEA_speciale_650334,HEA_speciale,"Vederlagsfri ridefysioterapi, Rideskole u.hal 4 pr","Vederlagsfri ridefysioterapi, Rideskole u.hal 4 pr",official='Free-of-charge horseback-riding physiotherapy'  r=0.32
F10_diverge_official,HEA_speciale_097189,HEA_speciale,"Kirurgi, U-Bakt.*dyrk Rest*12","Surgery, Ureter Stent Removal *dye Study* Rest 12",official='Surgery'  r=0.25
F10_diverge_official,HEA_speciale_486331,HEA_speciale,"Statens Seruminstitut, TSH-receptor antist","State Serum Institute, Thyroid Stimulating Hormone Receptor Antibody",official='Statens Serum Institut'  r=0.45
F10_diverge_official,HEA_speciale_852123,HEA_speciale,"Præhospital, Repos. store led","Pre-Hospital Care, Repositioning Large Joints",official='Pre-hospital'  r=0.43
F10_diverge_official,HEA_speciale_093118,HEA_speciale,"Kirurgi, Fjern. Negl       1.","Surgery, Nail Removal 1.",official='Surgery'  r=0.48
F10_diverge_official,HEA_speciale_196417,HEA_speciale,"Øjenlægehjælp, ukendt","Eye care, unspecified",official='Ophthalmology service'  r=0.10
F10_diverge_official,HEA_speciale_802130,HEA_speciale,"Almen lægehjælp 80, assistance","General medical assistance 80, assistance",official='General practitioner'  r=0.30
F10_diverge_official,HEA_speciale_180301,HEA_speciale,"Neuromedicin, Neurokir. Tlf. Kons.","Neurology, Neurosurgery Telephone Consultation",official='Neurology'  r=0.33
F10_diverge_official,HEA_speciale_822125,HEA_speciale,"Kak vagtlægehjælp 82, Oplivningsforsøg","Night shift general practitioner help 82, Stimulation test",official='KAK on-call GP 82'  r=0.19
F10_diverge_official,HEA_speciale_815002,HEA_speciale,"KFA-vagtordning 81, Sindslid. Genindlæg","Night shift psychiatric care order 81, Mental illness readmission",official='KFA on-call service 81'  r=0.23
F10_diverge_official,HEA_speciale_552160,HEA_speciale,"Ortonyxi, Afs.tillæg 0-10 km","Orthodontics, Discharge transport 0-10 km",official='Orthonyxia'  r=0.32
F10_diverge_official,HEA_speciale_630113,HEA_speciale,"Psykologhjælp, Barn u. 16, 2 og eft","Psychological help, Child under 16, 2 and follow-up",official='Psychology service'  r=0.36
F10_diverge_official,HEA_speciale_093133,HEA_speciale,"Kirurgi, Ope. Springfinger 1.","Surgery, Operation of trigger finger 1.",official='Surgery'  r=0.32
F10_diverge_official,HEA_speciale_808319,HEA_speciale,"Almen lægehjælp 80, HepaB vac bof og sek","General practitioner help 80, Hepatitis B vaccine primary and secondary",official='General practitioner'  r=0.44
F10_diverge_official,HEA_speciale_827113,HEA_speciale,"Kak vagtlægehjælp 82, Lungef. v. spirom. 3",Outpatient pulmonary function clinic visit including spirometry 3,official='KAK on-call GP 82'  r=0.17
F10_diverge_official,HEA_speciale_093124,HEA_speciale,"Kirurgi, Revision Sår      1.","Surgery, Abdominal revision surgery 1",official='Surgery'  r=0.33
F10_diverge_official,HEA_speciale_633401,HEA_speciale,"Psykologhjælp, Gr.kon 4pers 1. kon","Psychological help, Group consultation 4 persons 1st session",official='Psychology service'  r=0.34
F10_diverge_official,HEA_speciale_094231,HEA_speciale,"Kirurgi, Plast. Oper. Flg. An","Surgery, Plastic operation follow-up",official='Surgery'  r=0.33
F10_diverge_official,HEA_speciale_213150,HEA_speciale,"Ørelægehjælp, Suturfjernelse flg.","Ear care, Suction removal following",official='ENT service'  r=0.22
F10_diverge_official,HEA_speciale_199001,HEA_speciale,"Øjenlægehjælp, Kørselsgodtgør.  I","Eye care, Cross-certification I",official='Ophthalmology service'  r=0.16
F10_diverge_official,HEA_speciale_834403,HEA_speciale,"Vagtlægehjælp 83, Fremmødehonorar B080","Night duty doctor assistance 83, Advance honorarium B080",official='On-call GP service 83'  r=0.18
F10_diverge_official,HEA_speciale_804204,HEA_speciale,"Almen lægehjælp 80, Afst.tillæg 12-16 Km","General Physician Help 80, Referral Distance 12-16 Km",official='General practitioner'  r=0.39
F10_diverge_official,HEA_speciale_895002,HEA_speciale,"KFA-vagtordning 89, Sindslid. Genindlæg","KFA On-call Order 89, Mental Distress. Re-admission",official='KFA on-call service 89'  r=0.48
F10_diverge_official,HEA_speciale_804528,HEA_speciale,"Almen lægehjælp 80, lg.kons.add. a65","General Physician Help 80, lg.cons.add. a65",official='General practitioner'  r=0.44
F10_diverge_official,HEA_speciale_832117,HEA_speciale,"Vagtlægehjælp 83, Fj. af svulster","Primary care physician assistance 83, Drainage of abscess",official='On-call GP service 83'  r=0.23
F10_diverge_official,HEA_speciale_257230,HEA_speciale,"Pædiatri, Peak exp.flow lunger","Pediatrics, Peak expiratory flow lungs",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_825001,HEA_speciale,"Kak vagtlægehjælp 82, Sindslid. 1. Indlæg.","Continuous primary care physician assistance 82, Mental distress. First admission.",official='KAK on-call GP 82'  r=0.19
F10_diverge_official,HEA_speciale_808318,HEA_speciale,"Almen lægehjælp 80, HepaB vac ikke smit","General physician assistance 80, Hepatitis B vaccine not transmitted",official='General practitioner'  r=0.39
F10_diverge_official,HEA_speciale_804144,HEA_speciale,"Almen lægehjælp 80, Terminal første kont","General physician assistance 80, Terminal first contact",official='General practitioner'  r=0.35
F10_diverge_official,HEA_speciale_215310,HEA_speciale,"Ørelægehjælp, Udr.CPAP amt65","Ear physician assistance, CPAP output65",official='ENT service'  r=0.20
F10_diverge_official,HEA_speciale_804136,HEA_speciale,"Almen lægehjælp 80, Hjemmeblodtrykmåling","General medical assistance 80, Home blood pressure measurement",official='General practitioner'  r=0.30
F10_diverge_official,HEA_speciale_210661,HEA_speciale,"Ørelægehjælp, Tillæg for tolk All.","Ear medical assistance, Interpreter accompaniment All.",official='ENT service'  r=0.13
F10_diverge_official,HEA_speciale_804111,HEA_speciale,"Almen lægehjælp 80, Dagt. egen læge KBH.","General medical assistance 80, Daily own doctor Copenhagen.",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_215020,HEA_speciale,"Ørelægehjælp, Cpap Vejle amt","Ear medical assistance, CPAP Vejle county",official='ENT service'  r=0.20
F10_diverge_official,HEA_speciale_89,HEA_speciale,KFA-vagtordning 89,KFA-vagtordning 89,official='KFA on-call service 89'  r=0.45
F10_diverge_official,HEA_speciale_832142,HEA_speciale,"Vagtlægehjælp 83, Vejl. Af Svang. 2142","Maternity medical assistance 83, Vejle from Svange 2142",official='On-call GP service 83'  r=0.32
F10_diverge_official,HEA_speciale_21,HEA_speciale,Ørelægehjælp,Ear medical assistance,official='ENT service'  r=0.30
F10_diverge_official,HEA_speciale_805101,HEA_speciale,"Almen lægehjælp 80, Pr. tand","General medical assistance 80, Per tooth",official='General practitioner'  r=0.44
F10_diverge_official,HEA_speciale_827156,HEA_speciale,"Kak vagtlægehjælp 82, Elkard. inkl. præc.9","Casualty ward assistance 82, Elbow fracture including prep.9",official='KAK on-call GP 82'  r=0.19
F10_diverge_official,HEA_speciale_892111,HEA_speciale,"KFA-vagtordning 89, 1. Beh. Knoglebrud","KFA duty schedule 89, 1. Bone fracture treatment",official='KFA on-call service 89'  r=0.32
F10_diverge_official,HEA_speciale_093240,HEA_speciale,"Kirurgi, Op. Lyskebrok M.V.Fg","Surgery, Operation of inguinal hernia M.V.Fg",official='Surgery'  r=0.29
F10_diverge_official,HEA_speciale_892118,HEA_speciale,"KFA-vagtordning 89, Operation/betændelse","KFA duty schedule 89, Operation/procedure",official='KFA on-call service 89'  r=0.35
F10_diverge_official,HEA_speciale_542156,HEA_speciale,"Fodterapi, Indlæg type 3 enkelt","Podiatry, Admission type 3 single",official='Podiatry'  r=0.40
F10_diverge_official,HEA_speciale_802401,HEA_speciale,"Almen lægehjælp 80, Akutte Tilfælde EF","General Medical Help 80, Acute Cases EF",official='General practitioner'  r=0.45
F10_diverge_official,HEA_speciale_073213,HEA_speciale,"Gynækologi/obstetrik, flg.fentonplastik","Obstetrics/Gynecology, Subsequent Fenton Plastic Surgery",official='Gynaecology/obstetrics'  r=0.26
F10_diverge_official,HEA_speciale_822133,HEA_speciale,"Kak vagtlægehjælp 82, Frs.bio.mat.eks.blod","Casualty Medical Help 82, Foreign Material Blood Sample",official='KAK on-call GP 82'  r=0.28
F10_diverge_official,HEA_speciale_852122,HEA_speciale,"Præhospital, 1. behan. brud","Pre-Hospital, First Treatment of Fracture",official='Pre-hospital'  r=0.46
F10_diverge_official,HEA_speciale_832119,HEA_speciale,"Vagtlægehjælp 83, Tapning af væske","Casualty Medical Help 83, Aspiration of Fluid",official='On-call GP service 83'  r=0.25
F10_diverge_official,HEA_speciale_822107,HEA_speciale,"Kak vagtlægehjælp 82, Fremmedlegeme Hud Mv","Casualty Medical Help 82, Foreign Body Skin Etc.",official='KAK on-call GP 82'  r=0.32
F10_diverge_official,HEA_speciale_630140,HEA_speciale,"Psykologhjælp, Grp.kons 3-8prs. eft","Psychological Help, Group Counseling 3-8 Persons Eft",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_804065,HEA_speciale,"Almen lægehjælp 80, Afst.tillæg 0-4 Km","General Medical Help 80, Referral Distance 0-4 Km",official='General practitioner'  r=0.32
F10_diverge_official,HEA_speciale_443086,HEA_speciale,"Københavns Praktiserende Lægers Laboratorium, ProtS,Ag frit;P","Copenhagen Practicing Doctors Laboratory, Prostate Specific Antigen Free;P",official='Copenhagen GP Laboratory (KPLL)'  r=0.49
F10_diverge_official,HEA_speciale_804035,HEA_speciale,"Almen lægehjælp 80, Vandrejournal ¤2-af.","General medical assistance 80, Ambulatory record §2-of.",official='General practitioner'  r=0.27
F10_diverge_official,HEA_speciale_650335,HEA_speciale,"Vederlagsfri ridefysioterapi, Rideskole u.hal 5 pr","Vederlagsfri ridefysioterapi, Rideskole u.hal 5 pr",official='Free-of-charge horseback-riding physiotherapy'  r=0.32
F10_diverge_official,HEA_speciale_040207,HEA_speciale,"Dermato-venerologi, Tlf.rådg.prakt.læge","Dermatovenereology, Telephone Consultation by Physician",official='Dermato-venereology'  r=0.49
F10_diverge_official,HEA_speciale_045053,HEA_speciale,"Dermato-venerologi, venero.tlf.kons.a80","Dermatology-Venereology, Venereal Telephone Consultation Age 80",official='Dermato-venereology'  r=0.47
F10_diverge_official,HEA_speciale_093162,HEA_speciale,"Kirurgi, Atemporalis biopsi","Surgery, Temporal Artery Biopsy",official='Surgery'  r=0.38
F10_diverge_official,HEA_speciale_440154,HEA_speciale,"Københavns Praktiserende Lægers Laboratorium, Binyrebark Ab;P","Copenhagen Practicing Doctors Laboratory, Brain Stem Auditory Evoked Response Abnormality;P",official='Copenhagen GP Laboratory (KPLL)'  r=0.45
F10_diverge_official,HEA_speciale_257159,HEA_speciale,"Pædiatri, B-Glukose *stix*   1","Pediatrics, Blood Glucose *stix*   1",official='Paediatrics'  r=0.45
F10_diverge_official,HEA_speciale_808292,HEA_speciale,"Almen lægehjælp 80, Vejl.svanger. spiral","General Medical Help 80, Pregnant Woman Spiral Ultrasound",official='General practitioner'  r=0.32
F10_diverge_official,HEA_speciale_094110,HEA_speciale,"Kirurgi, Incision Absces 1.An","Surgery, Incision Of Abscess 1st Attempt",official='Surgery'  r=0.30
F10_diverge_official,HEA_speciale_257183,HEA_speciale,"Pædiatri, Lunger-Vitalkap.   3","Pediatrics, Lung-Vital Capacity Measurement 3",official='Paediatrics'  r=0.36
F10_diverge_official,HEA_speciale_501160,HEA_speciale,"Tandlægehjælp, Kontrol efter RDU","Dental Help, Follow-Up After RDU",official='Dental service'  r=0.40
F10_diverge_official,HEA_speciale_804135,HEA_speciale,"Almen lægehjælp 80, Demensudredning B080","General Medical Help 80, Dementia Assessment B080",official='General practitioner'  r=0.35
F10_diverge_official,HEA_speciale_804658,HEA_speciale,"Almen lægehjælp 80, Opfølg.samt. i hjem","General Medical Help 80, Follow-Up Home Visit",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_808158,HEA_speciale,"Almen lægehjælp 80, III. Mirkos. a. bio.","General medical assistance 80, III. Microscopy a. bio.",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_040277,HEA_speciale,"Dermato-venerologi, Tlf.rådg.prakt.læge","Dermatovenereology, Telephone Consultation by Physician",official='Dermato-venereology'  r=0.49
F10_diverge_official,HEA_speciale_082232,HEA_speciale,"Intern medicin, Holterminit.manu.ana","Internal Medicine, Terminal Rectal Examination Manual",official='Internal medicine'  r=0.49
F10_diverge_official,HEA_speciale_897136,HEA_speciale,"KFA-vagtordning 89, B-glukose (fotom.) 4","KFA-vagtordning 89, B-glukose (fotom.) 4",official='KFA on-call service 89'  r=0.30
F10_diverge_official,HEA_speciale_214008,HEA_speciale,"Ørelægehjælp, Sinoscopi      An.","Ear Doctor Assistance, Sinuscopy",official='ENT service'  r=0.24
F10_diverge_official,HEA_speciale_892112,HEA_speciale,"KFA-vagtordning 89, 1. Beh. Større Sår","KFA Duty Schedule 89, 1st Treatment Major Wound",official='KFA on-call service 89'  r=0.32
F10_diverge_official,HEA_speciale_513002,HEA_speciale,"Fysioterapi 51, Ma-fr 20-08,søn/hel","Physical therapy 51, Mon-Fri 20-08, half/full",official='Physiotherapy'  r=0.43
F10_diverge_official,HEA_speciale_832116,HEA_speciale,"Vagtlægehjælp 83, Paracent.-Trommehnd","Ward assistance 83, Paracentesis-Tympanostomy",official='On-call GP service 83'  r=0.25
F10_diverge_official,HEA_speciale_094236,HEA_speciale,"Kirurgi, Analoperation. Fg.An","Surgery, Anorectal operation. Follow-up An",official='Surgery'  r=0.30
F10_diverge_official,HEA_speciale_830102,HEA_speciale,"Vagtlægehjælp 83, Beh. 2.sikr.i sa.hj.","Ward help 83, Treatment 2nd security in same hospital",official='On-call GP service 83'  r=0.16
F10_diverge_official,HEA_speciale_213020,HEA_speciale,"Ørelægehjælp, Bihuleoperat.,Luc C.","Ear help, Biopsy operation, Luc C.",official='ENT service'  r=0.33
F10_diverge_official,HEA_speciale_093127,HEA_speciale,"Kirurgi, Oper. Bullen Fing.1.","Surgery, Operation Boil Finger 1.",official='Surgery'  r=0.37
F10_diverge_official,HEA_speciale_240230,HEA_speciale,"Psykiatri, Fam.-og Gruppeterap.","Psychiatry, Family and Group Therapy",official='Psychiatry'  r=0.44
F10_diverge_official,HEA_speciale_808171,HEA_speciale,"Almen lægehjælp 80, 2 moduler","General doctor help 80, 2 modules",official='General practitioner'  r=0.46
F10_diverge_official,HEA_speciale_194112,HEA_speciale,"Øjenlægehjælp, Skeleoperation An.","Eye help, Skeletal operation An.",official='Ophthalmology service'  r=0.24
F10_diverge_official,HEA_speciale_804657,HEA_speciale,"Almen lægehjælp 80, Opfølg.samt. i kons.","General medical assistance 80, follow-up consultation in clinic",official='General practitioner'  r=0.32
F10_diverge_official,HEA_speciale_804422,HEA_speciale,"Almen lægehjælp 80, tlf.kons.m.besøg a42","General medical assistance 80, telephone consultation due to visit a42",official='General practitioner'  r=0.31
F10_diverge_official,HEA_speciale_445541,HEA_speciale,"Københavns Praktiserende Lægers Laboratorium, Cladosp.Cl.IgE;P","Copenhagen Practicing Doctors Laboratory, Cladosporium Cladosporioides IgE;P",official='Copenhagen GP Laboratory (KPLL)'  r=0.50
F10_diverge_official,HEA_speciale_521031,HEA_speciale,"Briller, Sfæ. Plan-4 Afstand","Glasses, Spectacle-4 Distance",official='Eyeglasses'  r=0.37
F10_diverge_official,HEA_speciale_804207,HEA_speciale,"Almen lægehjælp 80, Afstandstakst pr. Km","General medical assistance 80, Distance fee per Km",official='General practitioner'  r=0.38
