SPEC6,SPEC6_TXT,SPEC4_TXT,SPEC3_TXT,SPEC6_FRA,SPEC6_TIL
287136,B-Glukose *ej Stix*4,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287139,Blodpr. Ekg I Hjem 6,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287151,U-Methylketon      1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287152,F-Blod             1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287153,U-Hemoglobin       1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287154,Pt-Kapilærblødning 1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287155,Pt-Ekg  3 Ext.Afl. 6,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287156,Pt-Ekg  3ext.3præ. 9,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287157,Fpt-Ventrikelsekret2,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287158,U-Bilirubiner      1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287159,B-Glukose *stix*   1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287160,U-Glukose          1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287161,Sekret-Gonokok*mik*2,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287162,Sekret-Gonokok*exp*1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287165,U-Hormonanal*exp*  1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287166,B-Hemoglobin       2,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287167,Pt-Kapillærresist. 3,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287168,S-Creatinium       5,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287169,U-Mikroskopi       3,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287170,F-Orm  Ormled      1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287171,F-Parasit  -Æg     6,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287172,Analafskr-Oxyurisæg2,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287173,Oscillometri *2 Ex*6,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287174,Oscillometri *4ex*10,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287175,U-Svangersk. Reakt.3,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287176,U-Protein          1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287177,B-Sedimentat.Reakt.2,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287178,Sekt-Trichomon.Vag.2,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287179,U-Bakt.*dyrk Park* 3,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287180,Urinprøvetag Steril4,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287181,S-Carbamid         3,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287182,U-Urobilin         3,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287183,Lunger-Vitalkap.   3,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287184,B-Differentialtæll.6,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287185,B-Erytrocyt*volfrk.1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287186,B-Leukocyt. *park* 1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287187,S-Rheumat.Art.Test 3,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287188,B-Trombocyt. *park*3,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287189,U-Bakt.*dyrk Rest*12,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287190,U-Hb-Glu-Ne-Pr Stix1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
288000,Profylakse,Profylakse,Profylakse,1/1/1990,12/31/2005
288100,Undersøg. Af Gravide,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288110,1.Undersøgelse,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288120,2.Undersøgelse,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288130,3.Undersøgelse,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288140,4.Undersøgelse,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288141,Særkons.Sv.Forebyge,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288142,4 Hj. Fødende 1.Uge,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288143,Besøg I 0-4 Km,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288144,Besøg II  4-8 Km,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288145,Besøg III  8-12 Km,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288146,Besøg IV  12-16 Km,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288147,Besøg V   16-20 Km,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288148,Besøg VI  Over 20 Km,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288149,Pr. Km Ud Over 21,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288150,Unders.V.Vejl.9 uger,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288151,Blodprøvetagning,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288152,Podning t. dyrkning,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288153,"B-glukose,fotometer",Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288154,"B-glukose, stix",Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288155,"Urinundersøg., stix",Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288156,I. Urin,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288157,"II. Bakt.,tric. m.m.",Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288158,"III. Andet, fx. orm",Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288159,I. Bakterier,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288160,5. Hj. Fødende 9uger,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288161,II. Svampe,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288162,III. Andet,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288170,1 modul,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288171,2 moduler,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288172,3 moduler,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288173,Pr. påbegyndt over 3,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288180,Blodpr.1.graviditets,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288181,Blodpr.2.graviditets,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288182,Indtil 4 km.,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288183,Fra 4 indtil 8 km.,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288184,Fra 8 indtil 12 km.,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288185,Fra 12 indtil 16 km.,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288186,Fra 16 indtil 20 km.,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288187,Udover 20 km.,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288188,Kr/km. udover 21 km.,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288190,Blodprøvetagning,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
288200,Børneundersøgelser,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
288201,1.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
288202,2.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
288203,3.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
288204,4.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
288205,5.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
288206,6.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
288207,7.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
288208,8.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
288209,9.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
288300,Børnevaccinationer,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288311,1.Kighostevaccinat.,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288312,2.Kighostevaccinat.,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288313,3.Kighostevaccinat.,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288314,HepaB  vac barn 1mdr,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288315,Hepab vac barn 2mdr,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288316,HepaB vac barn 12mdr,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288317,Vachon hepB ej us/ko,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288321,1.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288322,2.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288323,3.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288331,1.Orale Poliovaccin.,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288332,2.Orale Poliovaccin.,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288333,3.Orale Poliovaccin.,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288341,Di-Te-Ki-Pol-vac.3md,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288342,Di-Te-Ki-Pol-vac.5md,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288343,Di-Te-Ki-Pol-vac.12m,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
288400,Mfr-Vaccinationer,Mfr-Vaccinationer,Profylakse,1/1/1990,12/31/2005
288401,Vaccinat. Inden 2 År,Mfr-Vaccinationer,Profylakse,1/1/1990,12/31/2005
288402,Vaccinat. 11-12 År,Mfr-Vaccinationer,Profylakse,1/1/1990,12/31/2005
288403,Vaccinat.  2-10 År,Mfr-Vaccinationer,Profylakse,1/1/1990,12/31/2005
288500,Vacc. R.Hunde Kvinde,Vacc. R.Hunde Kvinde,Profylakse,1/1/1990,12/31/2005
288501,Antistofundersøgelse,Vacc. R.Hunde Kvinde,Profylakse,1/1/1990,12/31/2005
288502,Vaccination 18 År,Vacc. R.Hunde Kvinde,Profylakse,1/1/1990,12/31/2005
288503,Vaccination  Kvinder,Vacc. R.Hunde Kvinde,Profylakse,1/1/1990,12/31/2005
288706,Tillæg.vac.Di-Te-Ki,Profylakse,Profylakse,1/1/1990,12/31/2005
288900,Profylakse Kørsel,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
288920,Infl.vacc. over 65år,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
288921,Infl.vacc. 65år hjem,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
288991,Kørselsgodtg. I,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
288992,Kørselsgodtg. II,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
289000,Kørselsgodtgørelse,Kørselsgodtgørelse,Kørselsgodtgørelse,1/1/1990,12/31/2005
289001,Kørselsgodtgør.  I,Kørselsgodtgørelse,Kørselsgodtgørelse,1/1/1990,12/31/2005
289002,Kørselsgodtgør. II,Kørselsgodtgørelse,Kørselsgodtgørelse,1/1/1990,12/31/2005
350000,Distriktspsykiatri,Distriktspsykiatri,Distriktspsykiatri,1/1/1990,12/31/2005
390000,Øjenlægehjælp *kfa*,Øjenlægehjælp *kfa*,Øjenlægehjælp *kfa*,1/1/1990,12/31/2005
410000,Ørelægehjælp  *kfa*,Ørelægehjælp  *kfa*,Ørelægehjælp  *kfa*,1/1/1990,12/31/2005
420000,Referencelaborator.,Referencelaborator.,Referencelaborator.,1/1/1990,12/31/2005
430000,Diagnoselaboratoriet,Diagnoselaboratoriet,Diagnoselaboratoriet,1/1/1990,12/31/2005
430100,Total IgE,Total IgE,Diagnoselaboratoriet,1/1/1990,12/31/2005
430101,Total IgE,Total IgE,Diagnoselaboratoriet,1/1/1990,12/31/2005
430200,Allergenspec. IgE,Allergenspec. IgE,Diagnoselaboratoriet,1/1/1990,12/31/2005
430201,All.sp.IgE pr.aller.,Allergenspec. IgE,Diagnoselaboratoriet,1/1/1990,12/31/2005
430202,All.sp.IgE pr. panel,Allergenspec. IgE,Diagnoselaboratoriet,1/1/1990,12/31/2005
430203,Bi-el. Hvepseall.IgE,Allergenspec. IgE,Diagnoselaboratoriet,1/1/1990,12/31/2005
430204,Erhvervsallergener,Allergenspec. IgE,Diagnoselaboratoriet,1/1/1990,12/31/2005
430205,Penicillin G eller V,Allergenspec. IgE,Diagnoselaboratoriet,1/1/1990,12/31/2005
430206,Spec. opg. pat.miljø,Allergenspec. IgE,Diagnoselaboratoriet,1/1/1990,12/31/2005
430207,Medsendt materiale,Allergenspec. IgE,Diagnoselaboratoriet,1/1/1990,12/31/2005
430300,Histaminfrigør. test,Histaminfrigør. test,Diagnoselaboratoriet,1/1/1990,12/31/2005
430301,Histaminfr. 1-3 all.,Histaminfrigør. test,Diagnoselaboratoriet,1/1/1990,12/31/2005
430302,Histaminfr. fg. all.,Histaminfrigør. test,Diagnoselaboratoriet,1/1/1990,12/31/2005
430303,Kontrolpatient,Histaminfrigør. test,Diagnoselaboratoriet,1/1/1990,12/31/2005
430400,Præcip. antistoffer,Præcip. antistoffer,Diagnoselaboratoriet,1/1/1990,12/31/2005
430401,Præcip. antistoffer,Præcip. antistoffer,Diagnoselaboratoriet,1/1/1990,12/31/2005
430402,Præ.antis. materiale,Præcip. antistoffer,Diagnoselaboratoriet,1/1/1990,12/31/2005
430500,Støvanalyse,Støvanalyse,Diagnoselaboratoriet,1/1/1990,12/31/2005
430501,Kv. hunde-allerg.mv.,Støvanalyse,Diagnoselaboratoriet,1/1/1990,12/31/2005
430600,Støvanalyse,Støvanalyse,Diagnoselaboratoriet,1/1/1990,12/31/2005
430601,Kv. øvrige dyrehår,Støvanalyse,Diagnoselaboratoriet,1/1/1990,12/31/2005
430700,Miljøanalyse,Miljøanalyse,Diagnoselaboratoriet,1/1/1990,12/31/2005
430701,Påv.luftb.mikros.1pl,Miljøanalyse,Diagnoselaboratoriet,1/1/1990,12/31/2005
430702,Påv.luftb.mikros.4pl,Miljøanalyse,Diagnoselaboratoriet,1/1/1990,12/31/2005
430703,Gebyr udsend. plader,Miljøanalyse,Diagnoselaboratoriet,1/1/1990,12/31/2005
430800,Miljøanalyse,Miljøanalyse,Diagnoselaboratoriet,1/1/1990,12/31/2005
430801,Påv. støvb. mikrosv.,Miljøanalyse,Diagnoselaboratoriet,1/1/1990,12/31/2005
430900,Allerg.spec. IgG,Allerg.spec. IgG,Diagnoselaboratoriet,1/1/1990,12/31/2005
430901,Bi-el. Hvepseall.IgG,Allerg.spec. IgG,Diagnoselaboratoriet,1/1/1990,12/31/2005
431000,Miljø-og serumanaly.,Miljø-og serumanaly.,Miljø-og serumanaly.,1/1/1990,12/31/2005
431001,Måling endotoxin,Miljø-og serumanaly.,Miljø-og serumanaly.,1/1/1990,12/31/2005
431100,MOD kv. støv,MOD kv. støv,Miljø-og serumanaly.,1/1/1990,12/31/2005
431101,MOD kvantiter. støv,MOD kv. støv,Miljø-og serumanaly.,1/1/1990,12/31/2005
431200,Påv. bakterier,Påv. bakterier,Miljø-og serumanaly.,1/1/1990,12/31/2005
431201,Påv. bakterier,Påv. bakterier,Miljø-og serumanaly.,1/1/1990,12/31/2005
431300,Allergy screen,Allergy screen,Miljø-og serumanaly.,1/1/1990,12/31/2005
431301,Allergyscreen,Allergy screen,Miljø-og serumanaly.,1/1/1990,12/31/2005
431400,Opsamling af støv,Opsamling af støv,Miljø-og serumanaly.,1/1/1990,12/31/2005
431401,"Mundstykke,filter mv",Opsamling af støv,Miljø-og serumanaly.,1/1/1990,12/31/2005
431500,Opsamling af støv,Opsamling af støv,Miljø-og serumanaly.,1/1/1990,12/31/2005
431501,Pr. ekstra filter,Opsamling af støv,Miljø-og serumanaly.,1/1/1990,12/31/2005
440000,KPLL,KPLL,KPLL,1/1/1990,12/31/2005
440108,Acetylcho.rec.Ab,KPLL,KPLL,1/1/1990,12/31/2005
440109,ACTH;P,KPLL,KPLL,1/1/1990,12/31/2005
440110,ALAT;P,KPLL,KPLL,1/1/1990,12/31/2005
440111,"Bicarbonat,st;vB",KPLL,KPLL,1/1/1990,12/31/2005
440112,Albumin;P,KPLL,KPLL,1/1/1990,12/31/2005
440113,Albumin (el.);P,KPLL,KPLL,1/1/1990,12/31/2005
440114,Suppl. Albumin (el.f,KPLL,KPLL,1/1/1990,12/31/2005
440115,Aldolase;P,KPLL,KPLL,1/1/1990,12/31/2005
440116,Aldosteron;P,KPLL,KPLL,1/1/1990,12/31/2005
440118,Aluminium,KPLL,KPLL,1/1/1990,12/31/2005
440120,Aminosyrer frakt.  -,KPLL,KPLL,1/1/1990,12/31/2005
440121,Amiodaron;P,KPLL,KPLL,1/1/1990,12/31/2005
440122,Amitriptylin;P,KPLL,KPLL,1/1/1990,12/31/2005
440123,Amoxapin,KPLL,KPLL,1/1/1990,12/31/2005
440124,Amylase;P,KPLL,KPLL,1/1/1990,12/31/2005
440125,"à-Amylase,frakt. - u",KPLL,KPLL,1/1/1990,12/31/2005
440126,"Amylase,panc.;P",KPLL,KPLL,1/1/1990,12/31/2005
440127,Androgen-status,KPLL,KPLL,1/1/1990,12/31/2005
440128,Androstendion;P,KPLL,KPLL,1/1/1990,12/31/2005
450452,Thrombocytter,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450454,Thyreoidea-as.,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450455,Thyroxin (T4),Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450457,Thyroxin (frit),Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450458,T4-bind.glob.,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450459,Thyreoglobulin,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450460,Toxoplasmose-as,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450461,Transcobalaminer,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450463,Transferrin,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450464,Troponin I;P,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450468,Tripletestgrav.,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450469,Triglycerid,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450470,T3 reaktion,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450472,Triiodthyron.fr,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450473,Triiodthyronin,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450474,TSH rec.as(TRAB),Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450475,Uklassificerede,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450476,Urat,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450479,Valproat,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450480,Varicella-Zoster,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450481,Vitamin A,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450482,V'ksthormon,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450483,Widals reaktion,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450484,Vasopressin,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450485,Vitamin E,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450490,Yersinia-as,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450491,Zink,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450492,Estradiol,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450493,"Osteoporoseprofil,",Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450494,?striol(+gravid)   -,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450496,?strogenstatus,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450498,Diverse tests,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450499,Herlev diverse,Phenytoin,Medicinsk Laborator.,1/1/1990,12/31/2005
450500,Faderskabssag,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450504,Mikroalbumin,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450505,U-creatininium,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450506,U-Album.rat.mikr,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450507,dU-Albuminmikro,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450508,U-Albumin,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450511,U-Amylase,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450513,U-Aminosyre m.m.,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450515,U-Amphetaminum,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450519,U-Bakt.dyrk+res,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450520,Bakt. dyrk. + udv. r,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450521,u-Bakt.-us.-anaer.,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450522,U-Barbiturater  -  u,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450523,U-Bence Jones us,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450524,U-Benzodiazepin.,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450525,U-Bakt.dyrk.resA,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450526,U-Narkot.-screen,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450527,U-Bilirubiner,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450529,dU-Bly,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450535,Calcium,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450536,dU-Calcium,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450538,U-Cystin,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450540,U-Cannabioler,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450541,dU-Cortisol fri,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450543,U-Creatininium,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450544,Creatinin-clear.,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450545,"U-Cylindre,korn.",Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450547,"U-Cylindre,ery.",Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450549,U-Delta-Aminole.,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450554,u-Diazepamum,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450558,U-Trichomonas,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450559,U-Epithelceller,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450561,U-Ery.(mikrosk.),Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450563,u-Ethanol,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450567,dU-Glucose,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450569,U-Glucose(stix),Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450575,U-Hemoglobin,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450578,dU-5-Hydroxyind.,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450579,dU-Hydroxyprolin,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450580,dU-Kalium-ion,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450581,dU-kalium-ion,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450582,Suppl.-dU-5-HIAA,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450583,U-Kalium-ion,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450584,U-Choriongonado.,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450585,dU-Kviks>lv,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450587,dU-17-hydroxycor,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450589,dU-Katekolaminer,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450590,U-Benz.ec.Cocain,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450591,dU-17-Oxosteroid,Faderskabssag,Medicinsk Laborator.,1/1/1990,12/31/2005
450601,Urin rel.massef.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450607,U-Leucocyt.-est.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450608,U-Leucoc. (mik.),Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450609,dU-Magnesium,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450613,U-Methylketon,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450617,U-Mykologisk us.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450619,U-Myoglobin,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450620,dU-Oxalat,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450621,dU-natrium-ion,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450622,U-Nitrit,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450623,U-Natrium-ion,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450624,dU-Natrium-ion,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450625,U-Parasit(m?dy.),Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450626,U-Osmolalitet,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450630,dU-Phosphat,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450631,Phosphat,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450633,U-Porphobilinog.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450634,U-Porphyrinerfr,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450635,U-Porphyriner,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
450636,u-Protein fr.v.elfo.,Medicinsk Laborator.,Medicinsk Laborator.,1/1/1990,12/31/2005
