description_da,n_rows,sample_value,specialty_code,specialty_name_en,spec4_txt,spec3_txt,plo_fuller,current_bad_en
"Tandlægehjælp, Kli. undersø,over 25",1,501110,50,Dental service,Undersøgelser,Tandpleje,,"Dental assistance, Clinical examination over 25"
"Tandlægehjælp, Klin.undersøge.18-25",1,502110,50,Dental service,Undersøgelser,Ydelser m. højt tils,,"Dental assistance, Clinical examination 18-25"
"Tandlægehjælp, Kons. uden behand.",1,503020,50,Dental service,Hygiejnetillæg,Hygiejnetillæg,,"Dental assistance, Consultation without treatment."
"Tandlægehjælp, Kontr. eft. forebyg",1,502930,50,Dental service,Forebyg. Tandpleje,Ydelser m. højt tils,,"Dental assistance, Contractual preventive care"
"Tandlægehjælp, Kontrol Alm. Paro.",1,501452,50,Dental service,Paradontalbeh. Alm.,Tandpleje,,"Dental assistance, Control General Paro."
"Tandlægehjælp, Kontrol Kir. Paro.",1,501454,50,Dental service,Paradontalbeh. Alm.,Tandpleje,,"Dental assistance, Control Root Canal."
"Tandlægehjælp, Kontrol RDU (26år- )",1,501170,50,Dental service,Undersøgelser,Tandpleje,,"Dental assistance, RDU follow-up control (26 years and older)."
"Tandlægehjælp, Kontrol RDU(18-25år)",1,501171,50,Dental service,Undersøgelser,Tandpleje,,"Dental Help, Control RDU(18-25 yrs)"
"Tandlægehjælp, Kontrol Udv. Paro.",1,501453,50,Dental service,Paradontalbeh. Alm.,Tandpleje,,"Dental Help, Control Extraction Pulpotomy"
"Tandlægehjælp, Kontrol efter RDU",1,501160,50,Dental service,Undersøgelser,Tandpleje,,"Dental Help, Follow-Up After RDU"
"Tandlægehjælp, Koronal amputation",1,501601,50,Dental service,Rodbeh. og -fyldn,Tandpleje,,"Dental Physician Help, Coronectomy"
"Tandlægehjælp, Maximum 1 Måned 1704",1,501704,50,Dental service,Tandudtrækninger,Tandpleje,,"Dental help, Maximum 1 Month 1704"
"Tandlægehjælp, Operat. Tand Mv.",1,501801,50,Dental service,Operation,Tandpleje,,"Dental Help, Surgical Tooth Etc."
"Tandlægehjælp, Plastfyld Enfladet",2,501505,50,Dental service,Tandfyld/Gradvis eks,Tandpleje,,"Dental assistance, Composite filling"
"Tandlægehjælp, Plastfyld Flerfladet",2,501506,50,Dental service,Tandfyld/Gradvis eks,Tandpleje,,"Dental Help, Composite Filling"
"Tandlægehjælp, Plastfyld Molar 1 fl",1,504521,50,Dental service,Plastfyldninger,Plastfyldninger,,"Dental Help, Plastic Filling Molar 1 Fl."
"Tandlægehjælp, Plastfyld Molar 2 fl",1,504522,50,Dental service,Plastfyldninger,Plastfyldninger,,"Dental Help, Amalgam Filling Molar 2 fl"
"Tandlægehjælp, Plastfyld Molar 3 fl",1,504523,50,Dental service,Plastfyldninger,Plastfyldninger,,"Dental Help, Amalgam Filling Molar 3 fl"
"Tandlægehjælp, Plastfyld Molar 4 fl",1,504524,50,Dental service,Plastfyldninger,Plastfyldninger,,"Dental assistance, Plastic filling Molar 4 fl"
"Tandlægehjælp, Plastfyld Molar 5 fl",1,504525,50,Dental service,Plastfyldninger,Plastfyldninger,,"Dental Help, Plastic Filling Molar 5 Follow-up"
"Tandlægehjælp, Plastfyld Præmo 1 fl",1,504511,50,Dental service,Plastfyldninger,Plastfyldninger,,"Dental Assistance, Plastic Fill Premo 1 fl"
"Tandlægehjælp, Plastfyld Præmo 2 fl",1,504512,50,Dental service,Plastfyldninger,Plastfyldninger,,"Dental assistance, Composite filling Premolar 2 fl"
"Tandlægehjælp, Plastfyld Præmo 3 fl",1,504513,50,Dental service,Plastfyldninger,Plastfyldninger,,"Dental Care, Premolar Plastic Filling 3 fl"
"Tandlægehjælp, Plastfyld Præmo 4 fl",1,504514,50,Dental service,Plastfyldninger,Plastfyldninger,,"Dental Help, Composite Filling Premolar 4 fl"
"Tandlægehjælp, Plastfyld Præmo 5 fl",1,504515,50,Dental service,Plastfyldninger,Plastfyldninger,,"Dental Assistance, Plastic Fill Primo 5 Flowable"
"Tandlægehjælp, Pulpaoverkapning",1,501600,50,Dental service,Rodbeh. og -fyldn,Tandpleje,,"Dental Help, Pulp Capping"
"Tandlægehjælp, RDU 18-25 år",1,501141,50,Dental service,Undersøgelser,Tandpleje,,"Dental Help, RDU 18-25 Ear"
"Tandlægehjælp, RDU 26 år",1,501140,50,Dental service,Undersøgelser,Tandpleje,,"Dental assistance, RDU 26 ears."
"Tandlægehjælp, Rodbeh. og Rodfyld.C",1,501602,50,Dental service,Rodbeh. og -fyldn,Tandpleje,,"Dental Help, Root Treatment And Root Filling C"
"Tandlægehjælp, Rodbeh. og Rodfyld.D",1,501603,50,Dental service,Rodbeh. og -fyldn,Tandpleje,,"Dental Assistance, Root Canal Therapy and Filling D"
"Tandlægehjælp, Rodbeh. og Rodfyld.E",1,501604,50,Dental service,Rodbeh. og -fyldn,Tandpleje,,"Dental Help, Root Treatment and Root Filling.E"
"Tandlægehjælp, Røntgenoptagelse",2,501300,50,Dental service,Tandrensninger,Tandpleje,,"Dental Help, X-ray Examination"
"Tandlægehjælp, Tandrensning",1,501310,50,Dental service,Tandrensninger,Tandpleje,,"Dental care, Tooth extraction"
"Tandlægehjælp, Tandrensning a",1,501301,50,Dental service,Tandrensninger,Tandpleje,,"Dental assistance, Tooth scaling a"
"Tandlægehjælp, Tandrensning b",1,501302,50,Dental service,Tandrensninger,Tandpleje,,"Dental assistance, Tooth scaling b"
"Tandlægehjælp, Tandrodsrensning",1,501431,50,Dental service,Paradontalbeh. Alm.,Tandpleje,,"Dental assistance, Tooth root cleaning"
"Tandlægehjælp, Udtrækn. Anden Tand",1,501702,50,Dental service,Tandudtrækninger,Tandpleje,,"Dental assistance, Extraction Other Tooth"
"Tandlægehjælp, Udtrækn. Flg. Tand",1,501703,50,Dental service,Tandudtrækninger,Tandpleje,,"Dental assistance, Extraction Follow-up Tooth"
"Tandlægehjælp, Udtrækning pr. tand",1,501701,50,Dental service,Tandudtrækninger,Tandpleje,,"Dental assistance, Impression per tooth"
"Tandlægehjælp, Udv. Paradontalbeh.",1,501430,50,Dental service,Paradontalbeh. Alm.,Tandpleje,,"Dental Help, Extraction Periodontal Treatment"
"Tandlægehjælp, Udv. tandrensning",1,501425,50,Dental service,Paradontalbeh. Alm.,Tandpleje,,"Dental care, Evaluation of teeth cleaning"
"Tandlægehjælp, bitewings ved kontrol efter RDU",1,501152,50,Dental service,Undersøgelser,Tandpleje,,"Dental assistance, bitewing X-rays for follow-up after RDU"
"Tandlægehjælp, glasionomerfyldning, fkerflaet, gradvis ekskaverin",1,501558,50,Dental service,Tandfyld/Gradvis eks,Tandpleje,,"Dental assistance, Guttapercha filling, flap surgery, gradual excavation"
"Tandlægehjælp, ukendt",1,501001,50,Dental service,Tandpleje,Tandpleje,,"Dental assistance, unspecified"
"Tandlægehjælp, us. af patient henvist fra tandplejer",1,501180,50,Dental service,Undersøgelser,Tandpleje,,"Dental help, unspecified referral from dental hygienist"
"Fysioterapi  51, Ingen tekst tilgængelig",19,510121,51,Physiotherapy,,,,"Physiotherapy 51, (no text available)"
"Fysioterapi 51, (procedure not documented)",33,514513,51,Physiotherapy,,,,"Physiotherapy 51, (procedure not documented)"
"Fysioterapi 51, ADL-funktionstræning",1,511015,51,Physiotherapy,Ydelsesformer,Ydelsesformer,,"Physiotherapy 51, ADL functional training"
"Fysioterapi 51, Afspænding *hold*",1,510202,51,Physiotherapy,Holdbehandling,Fysioterapi  51,,"Physical Therapy 51, Bleeding *holding*"
"Fysioterapi 51, Afspænding *indv*",1,510102,51,Physiotherapy,Individ. behandling,Fysioterapi  51,,"Physiotherapy 51, Excretion *indw*"
"Fysioterapi 51, Biomek. bev. terapi",1,511012,51,Physiotherapy,Ydelsesformer,Ydelsesformer,,"Physiotherapy 51, Biomechanical exercise therapy"
"Fysioterapi 51, El-stimulation",1,510105,51,Physiotherapy,Individ. behandling,Fysioterapi  51,,"Physical therapy 51, Electrical stimulation"
"Fysioterapi 51, Forundersøgelse A65",1,515101,51,Physiotherapy,2 aftale amt 065,Tillægsyd. Rammeaft.,,"Physiotherapy 51, Initial examination A65"
"Fysioterapi 51, Fysioterapeutisk us.",1,511010,51,Physiotherapy,Ydelsesformer,Ydelsesformer,,"Physiotherapy 51, Physiotherapeutic treatment"
"Fysioterapi 51, Første konsultation",1,510110,51,Physiotherapy,Individ. behandling,Fysioterapi  51,,"Physiotherapy 51, Initial Consultation"
"Fysioterapi 51, Holdbehandling A65",1,515102,51,Physiotherapy,2 aftale amt 065,Tillægsyd. Rammeaft.,,"Physiotherapy 51, Group Treatment A65"
"Fysioterapi 51, Holdtræning(spec.51)",1,518050,51,Physiotherapy,Holdtræning,Holdtræning,,"Physiotherapy 51, Stationary training (spec.51)"
"Fysioterapi 51, Holdundervisning",1,514001,51,Physiotherapy,Holdundervisning,Holdundervisning,,"Physical Therapy 51, Group Instruction"
"Fysioterapi 51, Holdundervisning s51",1,514501,51,Physiotherapy,Holdundervisning,Holdundervisning,,"Physiotherapy 51, Group instruction s51"
"Fysioterapi 51, I Hjem *u. klinik*",1,512201,51,Physiotherapy,U. klinikadresse,Afstandstillæg,,"Physical Therapy 51, Home *or* clinic"
"Fysioterapi 51, I hjem 0 - 4 Km",1,512001,51,Physiotherapy,Afstandstillæg,Afstandstillæg,,"Physiotherapy 51, At home 0 - 4 Km"
"Fysioterapi 51, I hjem 5 - 10 Km",1,512002,51,Physiotherapy,Afstandstillæg,Afstandstillæg,,"Physiotherapy 51, At home within 5 - 10 km"
"Fysioterapi 51, I hjem over 10 Km",1,512003,51,Physiotherapy,Afstandstillæg,Afstandstillæg,,"Physiotherapy 51, Home Visit Over 10 Km"
"Fysioterapi 51, Information og vejl.",1,511011,51,Physiotherapy,Ydelsesformer,Ydelsesformer,,"Physical therapy 51, information and guidance"
"Fysioterapi 51, Kompenserende beh.",1,511016,51,Physiotherapy,Ydelsesformer,Ydelsesformer,,"Physical therapy 51, Compensatory treatment"
"Fysioterapi 51, Kort behandling",1,510112,51,Physiotherapy,Individ. behandling,Fysioterapi  51,,"Physiotherapy 51, Short Treatment"
"Fysioterapi 51, Kørselsgodtgør. I",1,511001,51,Physiotherapy,Ydelsesformer,Ydelsesformer,,"Physiotherapy 51, Spinal column indemnity I"
"Fysioterapi 51, Ledmobilisering",1,510109,51,Physiotherapy,Individ. behandling,Fysioterapi  51,,"Physiotherapy 51, Joint Mobilization"
"Fysioterapi 51, Lokalegodtgørelse",1,514999,51,Physiotherapy,Lokalegodtgørelse,Holdundervisning,,"Physiotherapy 51, Local Agreement"
"Fysioterapi 51, Lokaleleje B050 i vb",1,514101,51,Physiotherapy,Lokaleleje,Holdundervisning,,"Physiotherapy 51, Local injection B050 in lumbar region"
"Fysioterapi 51, Lungefysioterapi",2,511017,51,Physiotherapy,Ydelsesformer,Ydelsesformer,,"Physiotherapy (via 51), Pulmonary Physiotherapy"
"Fysioterapi 51, Ma-fr 16-20,lø 08-20",1,513001,51,Physiotherapy,Tillæg u.norm.arb.t,Tillæg u.norm.arb.t,,"Physiotherapy 51, Mon-Fri 16-20,hours 08-20"
"Fysioterapi 51, Ma-fr 20-08,søn/hel",1,513002,51,Physiotherapy,Tillæg u.norm.arb.t,Tillæg u.norm.arb.t,,"Physical therapy 51, Mon-Fri 20-08, half/full"
"Fysioterapi 51, Manuel behandling",1,511019,51,Physiotherapy,Ydelsesformer,Ydelsesformer,,"Physiotherapy 51, Manual treatment."
"Fysioterapi 51, Massage",1,510103,51,Physiotherapy,Individ. behandling,Fysioterapi  51,,"Physical Therapy 51, Massage"
"Fysioterapi 51, Neurofysioterapi",1,511013,51,Physiotherapy,Ydelsesformer,Ydelsesformer,,"Physiotherapy 51, Neurophysiotherapy"
"Fysioterapi 51, Normal behandling",1,510111,51,Physiotherapy,Individ. behandling,Fysioterapi  51,,"Physiotherapy 51, Standard Treatment"
"Fysioterapi 51, Normalbeh lbp amt60",1,514551,51,Physiotherapy,Holdundervisning,Holdundervisning,,"Physical Therapy 51, Standard Treatment for Lower Back Pain Amt60"
"Fysioterapi 51, Opflg. træningstera.",1,510113,51,Physiotherapy,Individ. behandling,Fysioterapi  51,,"Physiotherapy 51, Follow-up training therapy"
"Fysioterapi 51, Palliativ norm.beh.",1,514503,51,Physiotherapy,Holdundervisning,Holdundervisning,,"Physical therapy 51, Palliative standard treatment."
"Fysioterapi 51, Plejehjem *u.klinik*",1,512202,51,Physiotherapy,U. klinikadresse,Afstandstillæg,,"Physical Therapy 51, Nursing Home *non-clinic*"
"Fysioterapi 51, Plejehjem 0 - 4 Km",1,512101,51,Physiotherapy,Plejehjem *m.klinik*,Afstandstillæg,,"Physiotherapy 51, Nursing Home 0 - 4 Km"
"Fysioterapi 51, Plejehjem 5 - 10 Km",1,512102,51,Physiotherapy,Plejehjem *m.klinik*,Afstandstillæg,,"Physical Therapy 51, Nursing Home 5 - 10 Km"
"Fysioterapi 51, Plejehjem over 10 Km",1,512103,51,Physiotherapy,Plejehjem *m.klinik*,Afstandstillæg,,"Physiotherapy 51, Nursing Home Over 10 Km"
"Fysioterapi 51, Psykomotor. bev.tera",1,511014,51,Physiotherapy,Ydelsesformer,Ydelsesformer,,"Physical Therapy 51, Psychomotor Behavioral Therapy"
"Fysioterapi 51, Psykosomat.fys HHK",1,514203,51,Physiotherapy,Holdundervisning,Holdundervisning,,"Physiotherapy 51, Psychosomatic physiotherapy HHK"
"Fysioterapi 51, Strækbehandling",1,510108,51,Physiotherapy,Individ. behandling,Fysioterapi  51,,"Physiotherapy 51, Massage Treatment"
"Fysioterapi 51, Termiske behandling",1,510104,51,Physiotherapy,Individ. behandling,Fysioterapi  51,,"Physical Therapy 51, Thermal Treatment"
"Fysioterapi 51, Tillæg særl.tidskr.",1,510114,51,Physiotherapy,Individ. behandling,Fysioterapi  51,,"Physical therapy 51, Supplement special journal"
"Fysioterapi 51, Tlf rådgiv og vejled",1,514202,51,Physiotherapy,Holdundervisning,Holdundervisning,,"Physical Therapy 51, Phone Advice and Guidance"
"Fysioterapi 51, Udvidet rygus. amt60",1,514550,51,Physiotherapy,Holdundervisning,Holdundervisning,,"Physical Therapy 51, Extended Spinal Therapy Center 60"
"Fysioterapi 51, Ultralyd",1,510106,51,Physiotherapy,Individ. behandling,Fysioterapi  51,,"Physical Therapy 51, Ultrasound"
"Fysioterapi 51, forsøgsord. amt 65",2,514555,51,Physiotherapy,Holdundervisning,Holdundervisning,,"Physiotherapy 51, test order region 65"
"Fysioterapi 51, udeblivelse",1,513099,51,Physiotherapy,Tillæg u.norm.arb.t,Tillæg u.norm.arb.t,,"Physical therapy 51, absence"
"Fysioterapi 51, ukendt",2,514998,51,Physiotherapy,Lokalegodtgørelse,Holdundervisning,,"Physical therapy 51, unspecified"
"Fysioterapi 51, ¯dembehandling",1,511018,51,Physiotherapy,Ydelsesformer,Ydelsesformer,,"Physiotherapy 51, Leg Treatment"
"Fysioterapi 51, ¯velsesterapi *hold*",1,510201,51,Physiotherapy,Holdbehandling,Fysioterapi  51,,"Physical therapy 51, Exercise therapy *group*"
"Fysioterapi 51, ¯velsesterapi *indv*",1,510101,51,Physiotherapy,Individ. behandling,Fysioterapi  51,,"Physiotherapy 51, Exercise therapy *individual*"
"Briller, Brillestel",1,521021,52,Eyeglasses,Hovedydelser,Hovedydelser,,"Eyeglasses, Brillestel"
"Briller, Sfæ. 4.25 - 6.75",1,521023,52,Eyeglasses,Hovedydelser,Hovedydelser,,"Eyeglasses, Sphere 4.25 - 6.75"
"Briller, Sfæ. Plan Til 4.00",1,521022,52,Eyeglasses,Hovedydelser,Hovedydelser,,"Eyeglasses, Spherical Plan To 4.00"
"Briller, Sfæ. Plan-4 Afstand",1,521031,52,Eyeglasses,Hovedydelser,Hovedydelser,,"Glasses, Spectacle-4 Distance"
"Briller, T4.25-6.75=0.12-2.75",1,521026,52,Eyeglasses,Hovedydelser,Hovedydelser,,"Eyeglasses, T4.25-6.75=0.12-2.75"
"Briller, Tor. Pl.-4 Sph. 2.75",1,521034,52,Eyeglasses,Hovedydelser,Hovedydelser,,"Eyeglasses, Tor. Pl.-4 Sph. 2.75"
"Briller, Tor.Pl.-4= 0.12-2.75",1,521025,52,Eyeglasses,Hovedydelser,Hovedydelser,,"Eyeglasses, Tor.Pl.-4= 0.12-2.75"
"Kiropraktik, Behandling",1,531004,53,Chiropractic,Hovedydelser,Hovedydelser,,"Chiropractic, Treatment"
"Kiropraktik, Kir. kli. grundyd. a",1,531010,53,Chiropractic,Hovedydelser,Hovedydelser,,"Chiropractic, Surgical Clinic Basic Course a"
"Kiropraktik, Kir. kli. grundyd. b",1,531020,53,Chiropractic,Hovedydelser,Hovedydelser,,"Chiropractic, Clinic basic course"
"Kiropraktik, Kir. klinisk ydelse",1,531030,53,Chiropractic,Hovedydelser,Hovedydelser,,"Chiropractic, Clinical Service"
"Kiropraktik, Opfølg.træningsyd.",1,533010,53,Chiropractic,Tillæg,Tillæg,,"Chiropractic, Follow-up Training Session"
"Kiropraktik, Røntgen",1,531002,53,Chiropractic,Hovedydelser,Hovedydelser,,"Chiropractic, X-ray"
"Kiropraktik, Røntgenundersøgelse",1,532010,53,Chiropractic,Røntgenundersøgelser,Røntgenundersøgelser,,"Chiropractic, X-ray examination"
"Kiropraktik, Suppl. røntgenunder.",1,532020,53,Chiropractic,Røntgenundersøgelser,Røntgenundersøgelser,,"Chiropractic, Supplementary X-ray Examination."
"Kiropraktik, Tillæg a",1,533001,53,Chiropractic,Tillæg,Tillæg,,"Chiropractic, Additional a"
"Kiropraktik, Tillæg aa",1,533003,53,Chiropractic,Tillæg,Tillæg,,"Chiropractic, Supplement a"
"Kiropraktik, Tillæg b",1,533002,53,Chiropractic,Tillæg,Tillæg,,"Chiropractic, Add on b"
"Kiropraktik, Tillæg bb",1,533004,53,Chiropractic,Tillæg,Tillæg,,"Chiropractic, Supplement b"
"Kiropraktik, intr. til superviseret træning",1,533011,53,Chiropractic,Tillæg,Tillæg,,"Chiropractic, internal referral for supervised training"
"Kiropraktik, rekvirering/tolkning af fremmede billeder",1,532013,53,Chiropractic,Røntgenundersøgelser,Røntgenundersøgelser,,"Chiropractic, interpretation of foreign images"
"Kiropraktik, røntgenteknisk us",1,532011,53,Chiropractic,Røntgenundersøgelser,Røntgenundersøgelser,,"Chiropractic, radiographic technique NOS"
"Kiropraktik, superviseret træning",1,533012,53,Chiropractic,Tillæg,Tillæg,,"Chiropractic, Supervised training"
"Fodterapi, (procedure not documented)",16,542173,54,Podiatry,,,,"Podiatry, (procedure not documented)"
"Fodterapi, Afs.tillæg 0-10 km",1,542160,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Foot Therapy, Permission To Walk 0-10 Km"
"Fodterapi, Afs.tillæg over 10km",1,542161,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Podiatry, Presc.walk >10km"
"Fodterapi, Afstill pl/pen +10km",1,542163,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Podiatry, Afstill pl/pen +10km"
"Fodterapi, Afstill. pl/pen 0-10",1,542162,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Podiatry, Prescription of pain medication 0-10"
"Fodterapi, Beh før 1 ny bøjle",1,542140,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Podiatry, Treatment Before 1 New Bunion"
"Fodterapi, Behandlingsmoduler",1,542001,54,Podiatry,Beh. Af Sukkersyge,Beh. Af Sukkersyge,,"Podiatry, Behandlingsmoduler"
"Fodterapi, Fodbeh. almindelig",1,542111,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Podiatry, General Foot Care."
"Fodterapi, Fodbeh. kompliceret",1,542112,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Podiatry, Fodbeh. kompliceret"
"Fodterapi, Fodbeh. partiel",1,542110,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Foot Therapy, Partial Foot Care"
"Fodterapi, Frem/påsæt 1 ny bøjl",1,542141,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Foot Therapy, Fabricate/Post 1 New Orthosis"
"Fodterapi, Frem/påsæt bøjler +1",1,542142,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Podiatry, Forefoot/posterior metatarsals +1"
"Fodterapi, I Hjem 0 - 10 Km.",1,542020,54,Podiatry,Beh. Af Sukkersyge,Beh. Af Sukkersyge,,"Podiatry, In Home 0 - 10 Km"
"Fodterapi, I Hjem Over 10 Km.",1,542021,54,Podiatry,Beh. Af Sukkersyge,Beh. Af Sukkersyge,,"Foot Therapy, Home Over 10 Km."
"Fodterapi, Indlæg type 1 enkelt",1,542152,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Foot therapy, Admission type 1 single"
"Fodterapi, Indlæg type 1 par",1,542153,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Podiatry, Type 1 Admission per pair"
"Fodterapi, Indlæg type 2 enkelt",1,542154,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Podiatry, Type 2 single admission"
"Fodterapi, Indlæg type 2 par",1,542155,54,Podiatry,Journaloptagelse,Beh. Af Sukkersyge,,"Podiatry, Admission Type 2 pair"
