# id	da_full	en	confidence	residual
2226	Statens Seruminstitut, til p b st. analyse	Statens Serum Institut, To p b st. analyse	low	Y
2227	Statens Seruminstitut, TBE antistof (IgG og	Statens Serum Institut, Tbe antibody (igg and	high	
2228	Statens Seruminstitut, TG-antistof i pakke	Statens Serum Institut, Tg-antibody in pakke	high	
2229	Statens Seruminstitut, TPB + 1-4 coli	Statens Serum Institut, Tpb + 1-4 coli	high	
2230	Statens Seruminstitut, TPB St. + coli + 1	Statens Serum Institut, Tpb st. + coli + 1	low	Y
2231	Statens Seruminstitut, TPB St.+coli + 1 su	Statens Serum Institut, Tpb st.+coli + 1 su	high	
2232	Statens Seruminstitut, TPB St.+coli + 3 su	Statens Serum Institut, Tpb st.+coli + 3 su	high	
2233	Statens Seruminstitut, TPB Standard	Statens Serum Institut, Tpb standard	high	
2234	Statens Seruminstitut, TPB Standard + 1 su	Statens Serum Institut, Tpb standard + 1 su	high	
2235	Statens Seruminstitut, TPB Standard + 2 su	Statens Serum Institut, Tpb standard + 2 su	high	
2236	Statens Seruminstitut, TPB Standard + 3 su	Statens Serum Institut, Tpb standard + 3 su	high	
2237	Statens Seruminstitut, TPB Standard + 4 su	Statens Serum Institut, Tpb standard + 4 su	high	
2238	Statens Seruminstitut, TPB Standard + 5 su	Statens Serum Institut, Tpb standard + 5 su	high	
2239	Statens Seruminstitut, TPB Standard + Cl.	Statens Serum Institut, Tpb standard + cl.	low	Y
2240	Statens Seruminstitut, TPB standardanalyse	Statens Serum Institut, Tpb standardanalyse	high	
2241	Statens Seruminstitut, TPO-antistof i pakk	Statens Serum Institut, Tpo-antibody in pakk	high	
2242	Statens Seruminstitut, TSH-receptor antist	Statens Serum Institut, Tsh-receptor antist	high	
2243	Statens Seruminstitut, Taenia antistof (Cy	Statens Serum Institut, Taenia antibody (cy	high	
2244	Statens Seruminstitut, Tarmbakt.st.ana.+ 1	Statens Serum Institut, Tarmbakt.st.ana.+ 1	high	
2245	Statens Seruminstitut, Tarmpatogene bakter	Statens Serum Institut, Tarmpatogene bakter	high	
2246	Statens Seruminstitut, Testosteron	Statens Serum Institut, Testosteron	high	
2247	Statens Seruminstitut, Tetanus vaccine 1 d	Statens Serum Institut, Tetanus vaccine 1 d	high	
2248	Statens Seruminstitut, Tetanus vaccine 10	Statens Serum Institut, Tetanus vaccine 10	high	
2249	Statens Seruminstitut, Tetanustoksin antis	Statens Serum Institut, Tetanustoksin antis	high	
2250	Statens Seruminstitut, Thyreoglobulin (ser	Statens Serum Institut, Thyreoglobulin (ser	high	
2251	Statens Seruminstitut, Tillæg pos. syfilis	Statens Serum Institut, Supplement pos. syfilis	low	Y
2252	Statens Seruminstitut, Tillæg udv.pos.syfi	Statens Serum Institut, Supplement udv.pos.syfi	high	
2253	Statens Seruminstitut, Toxocara antistof	Statens Serum Institut, Toxocara antibody	high	
2254	Statens Seruminstitut, Toxoplasma gondii a	Statens Serum Institut, Toxoplasma gondii a	high	
2255	Statens Seruminstitut, Toxoplasma, Elisa G	Statens Serum Institut, Toxoplasma, elisa g	high	
2256	Statens Seruminstitut, Toxoplasmose gondii	Statens Serum Institut, Toxoplasmose gondii	high	
2257	Statens Seruminstitut, Transglutaminase anæstesi	Statens Serum Institut, Transglutaminase anaesthesia	high	
2258	Statens Seruminstitut, Transglutamunase i	Statens Serum Institut, Transglutamunase in	high	
2259	Statens Seruminstitut, Transport af pakker	Statens Serum Institut, Transport of pakker	high	
2260	Statens Seruminstitut, Trichinella spp. anæstesi	Statens Serum Institut, Trichinella spp. anaesthesia	low	Y
2261	Statens Seruminstitut, Trichomonas vaginal	Statens Serum Institut, Trichomonas vaginal	high	
2262	Statens Seruminstitut, Triple-test SSI	Statens Serum Institut, Triple-test ssi	high	
2263	Statens Seruminstitut, Trofozoitter, mik f	Statens Serum Institut, Trofozoitter, mik f	high	
2264	Statens Seruminstitut, Trypanosoma antisto	Statens Serum Institut, Trypanosoma antisto	high	
2265	Statens Seruminstitut, Tværstribet muskel	Statens Serum Institut, Tværstribet muskel	low	Y
2266	Statens Seruminstitut, Tyreoglobulin antis	Statens Serum Institut, Tyreoglobulin antis	high	
2267	Statens Seruminstitut, Tyreoidea peroxidas	Statens Serum Institut, Tyreoidea peroxidas	high	
2268	Statens Seruminstitut, Ureaplasma urealyti	Statens Serum Institut, Ureaplasma urealyti	high	
2269	Statens Seruminstitut, Urinprøvesæt, 10 st	Statens Serum Institut, Urinprøvesæt, 10 st	low	Y
2270	Statens Seruminstitut, Urogenitale mycopla	Statens Serum Institut, Urogenitale mycopla	high	
2271	Statens Seruminstitut, Vacuna BCG,  1?20 d	Statens Serum Institut, Vacuna bcg, 1?20 d	high	
2272	Statens Seruminstitut, Vaginalpodning	Statens Serum Institut, Vaginalpodning	low	Y
2273	Statens Seruminstitut, Varicella Zoster vi	Statens Serum Institut, Varicella zoster vi	high	
2274	Statens Seruminstitut, Virus luftvejspakke	Statens Serum Institut, Virus luftvejspakke	high	
2275	Statens Seruminstitut, Virus transportmedi	Statens Serum Institut, Virus transportmedi	high	
2276	Statens Seruminstitut, Vivaglobin,2x10 ml.	Statens Serum Institut, Vivaglobin,2x10 ml.	low	Y
2277	Statens Seruminstitut, Yersinia enterocoli	Statens Serum Institut, Yersinia enterocoli	high	
2278	Statens Seruminstitut, Yersinia pseudotube	Statens Serum Institut, Yersinia pseudotube	high	
2279	Statens Seruminstitut, anti-CCP	Statens Serum Institut, Anti-ccp	high	
2280	Statens Seruminstitut, anti-CCP (R488)	Statens Serum Institut, Anti-ccp (r488)	high	
2281	Statens Seruminstitut, diTeBooster 5?1 ds.	Statens Serum Institut, Ditebooster 5?1 ds.	low	Y
2282	Statens Seruminstitut, ds-DNA i pakke (møn	Statens Serum Institut, Ds-dna in pakke (møn	low	Y
2283	Statens Seruminstitut, dsDNA antistof (IgG	Statens Serum Institut, Dsdna antibody (igg	high	
2284	Statens Seruminstitut, ukendt	Statens Serum Institut, Ukendt	high	
2285	Statens Seruminstitut, ø-celle antistof (I	Statens Serum Institut, Ø-celle antibody (in	low	Y
2286	Statens Seruminstitut, ø-celle i Diabetes	Statens Serum Institut, Ø-celle in diabetes	low	Y
2287	Statens Seruminstitut, østradiol	Statens Serum Institut, Østradiol	low	Y
2288	Statens Seruminstitut, østrogenstatus	Statens Serum Institut, Østrogenstatus	low	Y
2289	Statens Seruminstitut, østrogenstatus excl	Statens Serum Institut, Østrogenstatus excl	low	Y
2290	Tandplejere, Regelmæssig undersøgelse fra 26 år	Dental hygienist service, Regular examination from 26 years	high	
2291	Tandplejere, Undersøgelse	Dental hygienist service, Examination	high	
2292	Tandplejere, almindelig paradontalbeh.	Dental hygienist service, Ordinary paradontalbeh.	low	Y
2293	Tandplejere, bitewings ved kontrol efter RDU	Dental hygienist service, Bitewings by follow-up after rdu	high	
2294	Tandplejere, bitewings ved regelmæssig undersøgelse	Dental hygienist service, Bitewings by regular examination	high	
2295	Tandplejere, individuel forebyggende behandling	Dental hygienist service, Individual forebyggende treatment	high	
2296	Tandplejere, konsultation uden behandling	Dental hygienist service, Consultation without treatment	high	
2297	Tandplejere, kontrol af almindelig paradontalbeh.	Dental hygienist service, Follow-up of ordinary paradontalbeh.	low	Y
2298	Tandplejere, kontrol efter undersøgelse 18-25 år	Dental hygienist service, Follow-up after examination 18-25 years	high	
2299	Tandplejere, kontrol efter undersøgelse fra 26 år	Dental hygienist service, Follow-up after examination from 26 years	high	
2300	Tandplejere, kontrold af udvidet paradontalbeh.	Dental hygienist service, Kontrold of udvidet paradontalbeh.	low	Y
2301	Tandplejere, regelmæssig undersøgelse 18-25 år	Dental hygienist service, Regular examination 18-25 years	high	
2302	Tandplejere, tandrensningunder 15 tænder	Dental hygienist service, Tandrensningunder 15 tænder	low	Y
2303	Tandplejere, tansrensning mindst 15 tænder	Dental hygienist service, Tansrensning mindst 15 tænder	low	Y
2304	Tandplejere, udv. paradontalbeh.	Dental hygienist service, Udv. paradontalbeh.	low	Y
2305	Tandplejere, udvidet forebygg. behandling	Dental hygienist service, Udvidet forebygg. treatment	low	Y
2306	Tandplejere, udvidet paradontalbeh.	Dental hygienist service, Udvidet paradontalbeh.	low	Y
2307	Tandplejere, udvidet tandrensning	Dental hygienist service, Udvidet tandrensning	low	Y
2308	Tandplejere, undersøgelse af henvist patient	Dental hygienist service, Examination of henvist patient	high	
2309	Diagnost. radiologi, (procedure not documented)	Diagnostic radiology, (procedure not documented)	low	
2310	Diagnost. radiologi, Albue	Diagnostic radiology, Albue	high	
2311	Diagnost. radiologi, Albue Halvt	Diagnostic radiology, Albue half	high	
2312	Diagnost. radiologi, Albue følgende	Diagnostic radiology, Albue subsequent	high	
2313	Diagnost. radiologi, almindelig Urografi	Diagnostic radiology, Ordinary urografi	high	
2314	Diagnost. radiologi, Belast undersøgelse af led	Diagnostic radiology, Belast examination of joint	high	
2315	Diagnost. radiologi, Bihuler	Diagnostic radiology, Bihuler	high	
2316	Diagnost. radiologi, Bihuler Halvt	Diagnostic radiology, Bihuler half	high	
2317	Diagnost. radiologi, Bry med Lunger   Halvt	Diagnostic radiology, Bry with lunger half	high	
2318	Diagnost. radiologi, Bry med Lunger & Hjert	Diagnostic radiology, Bry with lunger & hjert	high	
2319	Diagnost. radiologi, Brysthvirvler	Diagnostic radiology, Brysthvirvler	high	
2320	Diagnost. radiologi, Brysthvirvler Halvt	Diagnostic radiology, Brysthvirvler half	high	
2321	Diagnost. radiologi, Brystk med lung/hjert	Diagnostic radiology, Brystk with lung/hjert	high	
2322	Diagnost. radiologi, Bækken	Diagnostic radiology, Pelvis	high	
2323	Diagnost. radiologi, Bækken Halvt	Diagnostic radiology, Pelvis half	high	
2324	Diagnost. radiologi, Cholecystografi	Diagnostic radiology, Cholecystografi	high	
2325	Diagnost. radiologi, dobbelt kontrol undersøgelse Tykt Col	Diagnostic radiology, Double follow-up examination tykt col	high	
2326	Diagnost. radiologi, dobbelt kontrol undersøgelse Tyk Halv	Diagnostic radiology, Double follow-up examination tyk half	high	
2327	Diagnost. radiologi, E-mail konsultation	Diagnostic radiology, E-mail consultation	high	
2328	Diagnost. radiologi, Ekstremiteter	Diagnostic radiology, Ekstremiteter	high	
2329	Diagnost. radiologi, Fod	Diagnostic radiology, Fod	high	
2330	Diagnost. radiologi, Fod Halvt	Diagnostic radiology, Fod half	high	
2331	Diagnost. radiologi, Fod/fodled	Diagnostic radiology, Fod/fodled	high	
2332	Diagnost. radiologi, Fodled	Diagnostic radiology, Fodled	high	
2333	Diagnost. radiologi, Fodled Halvt	Diagnostic radiology, Fodled half	high	
2334	Diagnost. radiologi, Funkt undersøgelse rygsøjle if	Diagnostic radiology, Funkt examination spine if	high	
2335	Diagnost. radiologi, funktionsundersøgelse rygsøjle i F Rtg uden	Diagnostic radiology, Function test spine in f rtg without	high	
2336	Diagnost. radiologi, Haleben	Diagnostic radiology, Haleben	high	
2337	Diagnost. radiologi, Haleben Halvt	Diagnostic radiology, Haleben half	high	
2338	Diagnost. radiologi, Hals	Diagnostic radiology, Hals	high	
2339	Diagnost. radiologi, Hals- og Luft. Halvt	Diagnostic radiology, Hals- and luft. half	low	Y
2340	Diagnost. radiologi, Hals- og Luftrør	Diagnostic radiology, Hals- and luftrør	low	Y
2341	Diagnost. radiologi, Halshvirvler	Diagnostic radiology, Halshvirvler	high	
2342	Diagnost. radiologi, Halshvirvler Halvt	Diagnostic radiology, Halshvirvler half	high	
2343	Diagnost. radiologi, Hystero-salpingograf	Diagnostic radiology, Hystero-salpingograf	high	
2344	Diagnost. radiologi, Hysterosalpino	Diagnostic radiology, Hysterosalpino	high	
2345	Diagnost. radiologi, Hånd	Diagnostic radiology, Hand	high	
2346	Diagnost. radiologi, Hånd Halvt	Diagnostic radiology, Hand half	high	
2347	Diagnost. radiologi, Hånd/håndled	Diagnostic radiology, Hand/wrist	high	
2348	Diagnost. radiologi, Hånd/håndled følgende	Diagnostic radiology, Hand/wrist subsequent	high	
2349	Diagnost. radiologi, Håndled Halvt	Diagnostic radiology, Wrist half	high	
2350	Diagnost. radiologi, Intravenøs Cholangio	Diagnostic radiology, Intravenøs cholangio	low	Y
2351	Diagnost. radiologi, Knæ	Diagnostic radiology, Knee	high	
2352	Diagnost. radiologi, Knæ   Halvt	Diagnostic radiology, Knee half	high	
2353	Diagnost. radiologi, Kranium	Diagnostic radiology, Kranium	high	
2354	Diagnost. radiologi, Kranium Halvt	Diagnostic radiology, Kranium half	high	
2355	Diagnost. radiologi, Kæbeled	Diagnostic radiology, Temporomandibular joint	high	
2356	Diagnost. radiologi, Kæbeled Halvt	Diagnostic radiology, Temporomandibular joint half	high	
2357	Diagnost. radiologi, Lår og Hoftel. Halvt	Diagnostic radiology, Thigh and hoftel. half	low	Y
2358	Diagnost. radiologi, Lår og Hofteled	Diagnostic radiology, Thigh and hofteled	high	
2359	Diagnost. radiologi, Lår og hofteled	Diagnostic radiology, Thigh and hofteled	high	
2360	Diagnost. radiologi, Lænde og korsbenshv.	Diagnostic radiology, Lower back and korsbenshv.	low	Y
2361	Diagnost. radiologi, Lænde-& Korsb. Halvt	Diagnostic radiology, Lower back-& korsb. half	low	Y
2362	Diagnost. radiologi, Lænde-& Korsbenshv	Diagnostic radiology, Lower back-& korsbenshv	high	
2363	Diagnost. radiologi, Mammae	Diagnostic radiology, Mammae	high	
2364	Diagnost. radiologi, Mammografi	Diagnostic radiology, Mammografi	high	
2365	Diagnost. radiologi, Mave med Tolv til Halv	Diagnostic radiology, Mave with tolv to half	high	
2366	Diagnost. radiologi, Mave med Tolvf.Tarm	Diagnostic radiology, Mave with tolvf.tarm	high	
2367	Diagnost. radiologi, Nedre abdomen, blære	Diagnostic radiology, Nedre abdomen, bladder	high	
2368	Diagnost. radiologi, Nyrer	Diagnostic radiology, Nyrer	high	
2369	Diagnost. radiologi, Overkæbe	Diagnostic radiology, Upper jaw	high	
2370	Diagnost. radiologi, Overkæbe Halvt	Diagnostic radiology, Upper jaw half	high	
2371	Diagnost. radiologi, Skulderl. mv Halvt	Diagnostic radiology, Skulderl. etc. half	low	Y
2372	Diagnost. radiologi, Skulderl. og Overarm	Diagnostic radiology, Skulderl. and overarm	low	Y
2373	Diagnost. radiologi, Skulderled og overar	Diagnostic radiology, Skulderled and overar	high	
2374	Diagnost. radiologi, Spiserør	Diagnostic radiology, Oesophagus	high	
2375	Diagnost. radiologi, Testes	Diagnostic radiology, Testes	high	
2376	Diagnost. radiologi, Tindingeben Halvt	Diagnostic radiology, Tindingeben half	high	
2377	Diagnost. radiologi, Tom.A. Rygsøjle	Diagnostic radiology, Tom.a. spine	high	
2378	Diagnost. radiologi, Trachea	Diagnostic radiology, Trachea	high	
2379	Diagnost. radiologi, Udvidet mammografi	Diagnostic radiology, Udvidet mammografi	high	
2380	Diagnost. radiologi, Ukendt	Diagnostic radiology, Ukendt	high	
2381	Diagnost. radiologi, Underarm	Diagnostic radiology, Underarm	high	
2382	Diagnost. radiologi, Underarm Halvt	Diagnostic radiology, Underarm half	high	
2383	Diagnost. radiologi, Underarm følgende	Diagnostic radiology, Underarm subsequent	high	
2384	Diagnost. radiologi, Underben	Diagnostic radiology, Underben	low	Y
2385	Diagnost. radiologi, Underben Halvt	Diagnostic radiology, Underben half	low	Y
2386	Diagnost. radiologi, belastningsund. af led følgende	Diagnostic radiology, Belastningsund. of joint subsequent	low	Y
2387	Diagnost. radiologi, bihuller følgende	Diagnostic radiology, Bihuller subsequent	high	
2388	Diagnost. radiologi, brysthvirvler følgende	Diagnostic radiology, Brysthvirvler subsequent	high	
2389	Diagnost. radiologi, brystkasse med lunger og hjerte følgende	Diagnostic radiology, Brystkasse with lunger and hjerte subsequent	high	
2390	Diagnost. radiologi, bækken følgende	Diagnostic radiology, Pelvis subsequent	high	
2391	Diagnost. radiologi, ekstremiteter følgende	Diagnostic radiology, Ekstremiteter subsequent	high	
2392	Diagnost. radiologi, fod/fodled følgende	Diagnostic radiology, Fod/fodled subsequent	high	
2393	Diagnost. radiologi, funktionsu. af rygsøjle følgende	Diagnostic radiology, Funktionsu. of spine subsequent	low	Y
2394	Diagnost. radiologi, haleben følgende	Diagnostic radiology, Haleben subsequent	high	
2395	Diagnost. radiologi, hals følgende	Diagnostic radiology, Hals subsequent	high	
2396	Diagnost. radiologi, halshvivler følgende	Diagnostic radiology, Halshvivler subsequent	high	
2397	Diagnost. radiologi, knæ følgende	Diagnostic radiology, Knee subsequent	high	
2398	Diagnost. radiologi, kæbeled følgende	Diagnostic radiology, Temporomandibular joint subsequent	high	
2399	Diagnost. radiologi, ltype 7	Diagnostic radiology, Ltype 7	high	
2400	Diagnost. radiologi, lår og hofteled følgende	Diagnostic radiology, Thigh and hofteled subsequent	high	
2401	Diagnost. radiologi, lænde og korsbenshvirvler følgende	Diagnostic radiology, Lower back and korsbenshvirvler subsequent	high	
2402	Diagnost. radiologi, mammae følgende	Diagnostic radiology, Mammae subsequent	high	
2403	Diagnost. radiologi, nyrer følgende	Diagnostic radiology, Nyrer subsequent	high	
2404	Diagnost. radiologi, skulderled og overarm følgende	Diagnostic radiology, Skulderled and overarm subsequent	high	
2405	Diagnost. radiologi, testes følgende	Diagnostic radiology, Testes subsequent	high	
2406	Diagnost. radiologi, telefon rådgivning	Diagnostic radiology, Telephone advice	high	
2407	Diagnost. radiologi, underben følgende	Diagnostic radiology, Underben subsequent	low	Y
2408	Diagnost. radiologi, øvre abdomen	Diagnostic radiology, Upper abdomen	high	
2409	Tandlægehjælp, (procedure not documented)	Dental service, (procedure not documented)	low	
2410	Tandlægehjælp, Akut oplukning	Dental service, Acute oplukning	low	Y
2411	Tandlægehjælp, almindelig Paradontalbeh.	Dental service, Ordinary paradontalbeh.	low	Y
2412	Tandlægehjælp, Apikal amp. og rodf.	Dental service, Apikal amp. and rodf.	low	Y
2413	Tandlægehjælp, Bitew dia foreb undersøgelse	Dental service, Bitew dia foreb examination	high	
